id,disbursement_id,state,provider_name,provider_id,selection_reason,provider_error_category,created_at,last_updated_at,eta,max_eta,error,provider_error,receipt_number,psp_account_id,_cdc_operation,_cdc_lsn,_cdc_loaded_at
a939ebd1-e516-b0d4-7d35-72cc788fd0cd,d8014004-793b-ed1b-14f9-c394fa207403,COMPLETED,THUNES,P377877,PRIORITY_ORDER,,2026-08-11 00:24:16,2026-08-11 01:04:16,2026-08-11 00:34:16,2026-08-12 00:24:16,,,R7501626,61a66444-e2af-a629-5efb-336e2f546033,INSERT,2183,2026-09-07 11:37:00
85c7f3be-d183-010f-6319-629bd73e7bb9,f8802878-69fb-0763-8a9c-66f7cee4e512,COMPLETED,CELLULANT,P538967,PROBING,,2026-08-06 06:46:13,2026-08-06 06:46:28,2026-08-06 06:56:13,2026-08-07 06:46:13,,,R4953417,6511e61a-1436-65f5-4c81-926079ec533c,INSERT,2184,2026-09-07 11:35:00
fcffe9e3-140f-f589-6c62-4c2c0aeccec7,2c41cbd3-72f4-44ab-c1d7-1f4af3025d16,FAILED,TERRAPAY,P816308,PROBING,INSUFFICIENT_FUNDS,2026-09-06 05:06:52,2026-09-06 05:08:22,2026-09-06 05:16:52,2026-09-07 05:06:52,provider declined,ERR_42,,25db5946-a091-e5b4-d293-8e6eff4d0930,INSERT,2185,2026-09-07 11:48:00
e92a7b97-51db-1a37-4204-d73398550b1e,2c41cbd3-72f4-44ab-c1d7-1f4af3025d16,FAILED,THUNES,P862422,PRIORITY_ORDER,INSUFFICIENT_FUNDS,2026-09-06 05:08:32,2026-09-09 16:28:32,2026-09-06 05:18:32,2026-09-07 05:08:32,provider declined,ERR_42,,8d536c75-65b9-0e94-8e6d-e263635a775d,INSERT,2186,2026-09-07 11:41:00
ecc817a6-19a6-f80e-f08c-e6c2f6ff3521,25f06b0a-264e-f59d-6a18-e5af1cce08e9,COMPLETED,CELLULANT,P210766,PRIORITY_ORDER,,2026-09-07 00:34:45,2026-09-08 04:21:25,2026-09-07 00:44:45,2026-09-08 00:34:45,,,R5799841,5807cf74-e150-9425-891f-4683de12dbf1,INSERT,2187,2026-09-07 11:56:00
5f584603-e5a3-d8e9-44c1-f1b5ebbbd763,b0c58278-54dc-cba5-e103-5e1ce3bb22ae,COMPLETED,THUNES,P121215,PREDEFINED,,2026-08-25 06:53:28,2026-08-25 07:53:27,2026-08-25 07:03:28,2026-08-26 06:53:28,,,R6084418,7ddac1b6-d7c4-caed-47c4-cc514f9a5f98,INSERT,2188,2026-09-07 11:35:00
67443fb8-81bd-55d5-b5a6-571c4fa5c35e,84396fc0-c26e-2706-7c05-9799bdae8eff,FAILED,THUNES,P242239,PRIORITY_ORDER,INSUFFICIENT_FUNDS,2026-08-08 02:05:36,2026-08-08 02:06:21,2026-08-08 02:15:36,2026-08-09 02:05:36,provider declined,ERR_42,,3362d476-d53a-e57f-e00b-d5343158f1fb,INSERT,2189,2026-09-07 11:57:00
74d9d1f5-0877-5804-3fde-98140ec0ad4b,84396fc0-c26e-2706-7c05-9799bdae8eff,COMPLETED,TERRAPAY,P153015,PREDEFINED,,2026-08-08 02:06:31,2026-08-11 13:26:31,2026-08-08 02:16:31,2026-08-09 02:06:31,,,R4340507,76d70561-d2d1-4ef5-5e4c-4fd1462363a9,INSERT,2190,2026-09-07 11:40:00
c7c1fb1b-dd58-631b-0522-26b983666636,ad7d6f81-39a0-f145-a5ba-b05038aa76df,COMPLETED,THUNES,P904858,PRIORITY_ORDER,,2026-09-03 03:56:44,2026-09-03 04:36:44,2026-09-03 04:06:44,2026-09-04 03:56:44,,,R8954031,2c56e0cd-a5ba-2472-21df-5609e959137f,INSERT,2191,2026-09-07 11:57:00
d7e174e6-f76b-9723-a990-2071ffda9a93,65abc9ff-9fa4-a627-d306-08be8548867b,COMPLETED,CELLULANT,P980152,PREDEFINED,,2026-08-23 00:46:49,2026-08-23 01:46:49,2026-08-23 00:56:49,2026-08-24 00:46:49,,,R5742531,7b53359e-1bac-bd0d-af35-b30b4c68eb17,INSERT,2192,2026-09-07 11:43:00
a7c854e4-0684-3c86-b8a6-040223d26b8d,999bc859-cf5e-0f0b-cd67-b5dfdb7904e0,WAITING_ON_PROVIDER,TERRAPAY,P621533,PREDEFINED,INVALID_ACCOUNT,2026-08-09 06:49:13,2026-08-09 06:54:13,2026-08-09 06:59:13,2026-08-10 06:49:13,provider declined,ERR_42,,6365fc2a-6793-cb09-6b27-1effe82b5b36,INSERT,2193,2026-09-07 11:46:00
a8596f8c-d734-18fe-2b84-3ef3d86d655d,f0cf9d73-e812-1ef0-79c9-c839c8ef0377,WAITING_ON_PROVIDER,CELLULANT,P685365,SMART_ROUTING,INVALID_ACCOUNT,2026-08-21 06:29:09,2026-08-21 06:34:09,2026-08-21 06:39:09,2026-08-22 06:29:09,provider declined,ERR_42,,bdacdc5e-20c0-f275-7885-187d18fc83b7,INSERT,2194,2026-09-07 11:36:00
26996aab-daaf-7529-deef-f82a0dd70158,ae423568-de14-553b-1eac-41d9801f4909,COMPLETED,TERRAPAY,P244037,SMART_ROUTING,,2026-09-04 13:25:47,2026-09-04 14:05:47,2026-09-04 13:35:47,2026-09-05 13:25:47,,,R6749046,e4917f7d-91c4-6efc-fcb8-96bb68c0cbef,INSERT,2195,2026-09-07 11:54:00
9d4e8b5d-2120-bfba-1689-e0b8c79ddb62,c3b534db-9387-03c9-2b29-bf36c606ddc4,COMPLETED,THUNES,P554779,PROBING,,2026-09-04 08:46:12,2026-09-05 12:32:52,2026-09-04 08:56:12,2026-09-05 08:46:12,,,R7767819,62210670-7a36-e788-f71f-b9a66dd49c96,INSERT,2196,2026-09-07 11:36:00
4fe54745-5827-4e80-e082-1918b18ad67d,010e4265-ad3f-5dd4-0496-26ba30c9a2be,COMPLETED,CELLULANT,P235193,PRIORITY_ORDER,,2026-08-28 23:17:16,2026-08-28 23:21:16,2026-08-28 23:27:16,2026-08-29 23:17:16,,,R7434909,2ac1d5ca-4e5d-8f12-96b3-1f4a80daa8ca,INSERT,2197,2026-09-07 11:53:00
3610901c-2196-b3b5-fc21-109bba27bc64,e82a3879-f2b5-a7ea-2a35-ce30303cb04b,COMPLETED,TERRAPAY,P869735,PRIORITY_ORDER,,2026-08-15 15:12:03,2026-08-15 15:16:03,2026-08-15 15:22:03,2026-08-16 15:12:03,,,R9466346,b60b4f87-5dd8-effc-1f87-8b322b429596,INSERT,2198,2026-09-07 11:52:00
0261c87a-a15c-159a-af8c-a888b1f81ad9,40b374f8-8c1a-b2c7-1fa3-ed1f61584f88,WAITING_ON_PROVIDER,TERRAPAY,P415743,PROBING,PROVIDER_TIMEOUT,2026-08-05 22:01:27,2026-08-05 22:06:27,2026-08-05 22:11:27,2026-08-06 22:01:27,provider declined,ERR_42,,451d38fe-8532-fc74-a998-7bdf19d9d0b5,INSERT,2199,2026-09-07 11:40:00
b02e21aa-352b-6ec8-e90d-21cb7f111a36,68e5c8cd-b414-6e4a-5ba0-c3e033a0daa7,COMPLETED,TERRAPAY,P604012,PREDEFINED,,2026-08-18 08:02:52,2026-08-18 09:02:52,2026-08-18 08:12:52,2026-08-19 08:02:52,,,R4934345,16c8e3d7-abf0-263e-0343-8b6400b3700f,INSERT,2200,2026-09-07 11:35:00
198d13a4-0cd2-0e43-76da-e194439db29d,a4f34185-4182-2509-e79f-9f3d19ee2c3b,WAITING_ON_PROVIDER,THUNES,P952679,SMART_ROUTING,INSUFFICIENT_FUNDS,2026-08-17 11:40:52,2026-08-17 11:45:52,2026-08-17 11:50:52,2026-08-18 11:40:52,provider declined,ERR_42,,cd3566ef-5c37-0739-4a62-9c5eda2cf852,INSERT,2201,2026-09-07 11:35:00
6676cc75-6699-5af5-1d24-181c2ed087d4,bbaa574f-e0e3-c5ce-44af-ecb79f2ebefc,WAITING_ON_PROVIDER,THUNES,P578715,PREDEFINED,INVALID_ACCOUNT,2026-07-30 03:02:34,2026-07-30 03:07:34,2026-07-30 03:12:34,2026-07-31 03:02:34,provider declined,ERR_42,,ccc62fed-7a6e-43d0-d9c5-9cd9b09d721b,INSERT,2202,2026-09-07 11:54:00
f933a9fa-ba2e-eeb3-d6aa-5382e1446b45,5bcd236c-c777-4fae-6137-58c39c7faca6,COMPLETED,CELLULANT,P237002,PROBING,,2026-08-27 07:06:18,2026-08-28 07:06:18,2026-08-27 07:16:18,2026-08-28 07:06:18,,,R9189341,70d0ebcb-6949-ece5-e339-5b1a1ce97871,INSERT,2203,2026-09-07 11:33:00
588309de-7b5f-be41-3fa2-bde0ba05dd0f,b359390e-b030-9aaf-85ea-16e084e3b774,WAITING_ON_PROVIDER,CELLULANT,P795951,PROBING,INSUFFICIENT_FUNDS,2026-08-08 18:07:19,2026-08-08 18:12:19,2026-08-08 18:17:19,2026-08-09 18:07:19,provider declined,ERR_42,,e45e2ad0-8eef-a5dd-d391-6dcfd6cade2c,INSERT,2204,2026-09-07 11:54:00
cd1f75a3-71b6-5ca1-7587-3920142e3df0,a4b0718e-8ced-4707-3903-4b6581c61eeb,WAITING_ON_PROVIDER,TERRAPAY,P700870,PROBING,INSUFFICIENT_FUNDS,2026-08-01 02:50:31,2026-08-01 02:55:31,2026-08-01 03:00:31,2026-08-02 02:50:31,provider declined,ERR_42,,50e96888-7273-0e7b-7f9a-d277db496e6d,INSERT,2205,2026-09-07 11:59:00
a83c1c2b-b776-e729-791f-49f699966612,74577d47-d825-3010-3911-2943d10bf4dc,FAILED,TERRAPAY,P480941,PROBING,INSUFFICIENT_FUNDS,2026-08-03 13:00:27,2026-08-04 00:07:07,2026-08-03 13:10:27,2026-08-04 13:00:27,provider declined,ERR_42,,38c46b38-a8ae-57b9-c262-cad018f1a1e4,INSERT,2206,2026-09-07 11:39:00
30c9c51f-c80b-2af7-d315-fafa7500f785,3002d831-3227-e8d8-9c60-c81b41191aa7,FAILED,CELLULANT,P851606,PREDEFINED,INSUFFICIENT_FUNDS,2026-09-01 07:58:27,2026-09-01 08:02:27,2026-09-01 08:08:27,2026-09-02 07:58:27,provider declined,ERR_42,,ed376567-0be7-728e-6a1a-ba9dc1d48a10,INSERT,2207,2026-09-07 11:30:00
1f8b4af1-96bc-532d-ac11-7babd6642fe8,3002d831-3227-e8d8-9c60-c81b41191aa7,WAITING_ON_PROVIDER,THUNES,P909652,PROBING,INVALID_ACCOUNT,2026-09-01 08:02:37,2026-09-01 08:07:37,2026-09-01 08:12:37,2026-09-02 08:02:37,provider declined,ERR_42,,811317a8-f4c8-e393-96dd-6c82a8909e31,INSERT,2208,2026-09-07 11:44:00
6b2d9ccc-6279-403c-e1a2-cfe7810d5c57,632d0302-1a82-833c-20dd-a0ffd0b3d752,COMPLETED,CELLULANT,P738576,SMART_ROUTING,,2026-08-29 05:45:35,2026-08-29 06:10:35,2026-08-29 05:55:35,2026-08-30 05:45:35,,,R5590177,f8722413-57c5-982c-f6ae-10e865daced0,INSERT,2209,2026-09-07 11:36:00
fb38cd91-21f6-c63d-ac20-af11ebd33927,9fc97264-35af-bb2d-336d-778637a3c30a,COMPLETED,CELLULANT,P844904,SMART_ROUTING,,2026-08-13 12:53:29,2026-08-13 13:18:29,2026-08-13 13:03:29,2026-08-14 12:53:29,,,R9453929,5287964d-a30a-6658-b1be-6df28ae0b8a0,INSERT,2210,2026-09-07 11:56:00
5bd29cb1-0845-3b2f-8a8a-4105c0eb8875,4024c424-aef2-ab2f-495f-a2fcfbc8c77e,FAILED,CELLULANT,P953568,PROBING,INSUFFICIENT_FUNDS,2026-07-25 17:27:09,2026-07-25 17:31:09,2026-07-25 17:37:09,2026-07-26 17:27:09,provider declined,ERR_42,,bd4f6118-acef-45c4-de37-90fb9db94eee,INSERT,2211,2026-09-07 11:49:00
a5a99ebc-be0e-c2da-396c-357bdd664071,4024c424-aef2-ab2f-495f-a2fcfbc8c77e,COMPLETED,THUNES,P688534,PROBING,,2026-07-25 17:31:19,2026-07-25 18:31:19,2026-07-25 17:41:19,2026-07-26 17:31:19,,,R4986190,cc7f9517-cbfd-4a31-c8c8-5ad682cbcdc7,INSERT,2212,2026-09-07 11:57:00
4773e66a-6db2-b020-0a67-01436090103c,2fddb26a-1310-6665-aec2-bb19fbc398d8,WAITING_ON_PROVIDER,THUNES,P683635,PREDEFINED,INSUFFICIENT_FUNDS,2026-08-27 16:57:38,2026-08-27 17:02:38,2026-08-27 17:07:38,2026-08-28 16:57:38,provider declined,ERR_42,,4148bd11-d894-62e8-9580-1c3a2932a211,INSERT,2213,2026-09-07 11:56:00
8150e0c9-c948-384b-1174-035785467426,b52a9e6b-c8b6-48e0-12a8-50c55bab7f4a,WAITING_ON_PROVIDER,TERRAPAY,P267112,PROBING,PROVIDER_TIMEOUT,2026-08-01 00:22:12,2026-08-01 00:27:12,2026-08-01 00:32:12,2026-08-02 00:22:12,provider declined,ERR_42,,597278c5-1789-be63-6746-5743897b303d,INSERT,2214,2026-09-07 11:47:00
c53f1db3-d275-bd43-8451-7303e94d4fbe,41afeb2a-62c8-c3f4-1d06-149ef1eab64a,WAITING_ON_PROVIDER,CELLULANT,P493172,PROBING,INVALID_ACCOUNT,2026-08-10 07:08:09,2026-08-10 07:13:09,2026-08-10 07:18:09,2026-08-11 07:08:09,provider declined,ERR_42,,a6ca8d50-e5f5-c891-4be3-18a80b39dccf,INSERT,2215,2026-09-07 11:41:00
d428df6c-89aa-4293-34a0-dcd41a9af29e,a127dc6b-ab9b-153d-35f5-c65410c2c2e5,FAILED,CELLULANT,P836879,PROBING,PROVIDER_TIMEOUT,2026-07-29 03:48:20,2026-08-01 15:08:20,2026-07-29 03:58:20,2026-07-30 03:48:20,provider declined,ERR_42,,bf343ca7-1276-7d13-f093-8776d116d014,INSERT,2216,2026-09-07 11:37:00
b784ae08-758f-c8fa-0614-ac41275c75dc,a127dc6b-ab9b-153d-35f5-c65410c2c2e5,COMPLETED,THUNES,P447828,PRIORITY_ORDER,,2026-08-01 15:08:30,2026-08-02 15:08:30,2026-08-01 15:18:30,2026-08-02 15:08:30,,,R2468357,cb51a911-2d90-e4ee-0de4-833e12c0620c,INSERT,2217,2026-09-07 11:38:00
bef6a59a-c186-a221-1030-56b79e4c24dd,1e494952-ac5d-4e57-63b6-64f40452f779,COMPLETED,CELLULANT,P714054,PRIORITY_ORDER,,2026-09-06 17:23:04,2026-09-07 17:23:05,2026-09-06 17:33:04,2026-09-07 17:23:04,,,R2217848,1b2bb2ec-80b9-ec30-ed94-898b5b923c67,INSERT,2218,2026-09-07 11:47:00
4e003d55-15ca-dfaf-f26d-3dd38c2aa0b1,0149a2af-0ab1-a504-1f8c-56e0243113fd,WAITING_ON_PROVIDER,CELLULANT,P320256,PREDEFINED,INSUFFICIENT_FUNDS,2026-08-12 11:32:51,2026-08-12 11:37:51,2026-08-12 11:42:51,2026-08-13 11:32:51,provider declined,ERR_42,,d9f93502-a55b-c44f-e7d7-3d1d69a3b991,INSERT,2219,2026-09-07 11:34:00
94a1eab0-b9c0-37aa-3289-f58b1923cafc,12b99a50-8cb6-d1f0-a509-6396761579e7,COMPLETED,TERRAPAY,P610856,PREDEFINED,,2026-08-04 05:14:41,2026-08-04 05:24:41,2026-08-04 05:24:41,2026-08-05 05:14:41,,,R6991787,3c0a584e-a7cd-13cb-abda-06b220d2b528,INSERT,2220,2026-09-07 11:46:00
7ade4367-e0bd-202c-54e1-4f3abba41ae0,6fa5d3b0-a40d-fea5-bd64-987eb652ae99,FAILED,THUNES,P585331,PROBING,INVALID_ACCOUNT,2026-08-11 04:40:26,2026-08-12 04:40:26,2026-08-11 04:50:26,2026-08-12 04:40:26,provider declined,ERR_42,,8d3a5d76-7caa-281b-4e33-6644c65720ae,INSERT,2221,2026-09-07 11:47:00
14fc3a5d-9b4b-f377-a542-deb92cff45f8,6fa5d3b0-a40d-fea5-bd64-987eb652ae99,FAILED,TERRAPAY,P982683,PREDEFINED,INSUFFICIENT_FUNDS,2026-08-12 04:40:36,2026-08-12 04:41:21,2026-08-12 04:50:36,2026-08-13 04:40:36,provider declined,ERR_42,,4363589c-3249-5cff-89e2-df24e42c0aea,INSERT,2222,2026-09-07 11:37:00
3d274ad5-a9a5-4c24-02b6-22e9808e08d2,80499bbf-76f6-a778-2246-0ac94a7eebc2,FAILED,CELLULANT,P989173,SMART_ROUTING,PROVIDER_TIMEOUT,2026-08-06 03:38:54,2026-08-06 04:03:54,2026-08-06 03:48:54,2026-08-07 03:38:54,provider declined,ERR_42,,2ddc756b-28c2-cce9-723b-80d423ef5561,INSERT,2223,2026-09-07 11:44:00
606cc2f5-2c81-6bf0-91f6-04068b5a8683,d463c183-a231-7211-8578-b1c6f7ebc69a,FAILED,CELLULANT,P785428,PROBING,INVALID_ACCOUNT,2026-08-03 12:55:03,2026-08-04 00:01:43,2026-08-03 13:05:03,2026-08-04 12:55:03,provider declined,ERR_42,,d5e14d1f-e5f2-2dfb-a741-104b96721e98,INSERT,2224,2026-09-07 11:55:00
f9012b9c-6057-153a-4067-f79084440504,d463c183-a231-7211-8578-b1c6f7ebc69a,WAITING_ON_PROVIDER,TERRAPAY,P333726,PROBING,INVALID_ACCOUNT,2026-08-04 00:01:53,2026-08-04 00:06:53,2026-08-04 00:11:53,2026-08-05 00:01:53,provider declined,ERR_42,,7ca2f582-5854-09d9-de22-dc3fd1366db1,INSERT,2225,2026-09-07 11:32:00
227d4660-293f-c266-97a4-18b892d00319,6930b0c4-d557-6899-a5b2-c7ea29476f54,COMPLETED,THUNES,P760120,PRIORITY_ORDER,,2026-08-11 02:01:43,2026-08-11 02:03:13,2026-08-11 02:11:43,2026-08-12 02:01:43,,,R3463987,ec257a75-421d-4dca-2a95-59080e503fd8,INSERT,2226,2026-09-07 11:49:00
215d3b1f-a8cd-f44d-7b74-244017db4c2f,09fe4cdd-998d-65ba-9d60-22c5e6cfcbd8,COMPLETED,CELLULANT,P732789,PRIORITY_ORDER,,2026-08-12 05:06:14,2026-08-12 05:06:59,2026-08-12 05:16:14,2026-08-13 05:06:14,,,R8239315,dff47c51-5ed1-0e7f-6bb1-f2bc85a4b0cb,INSERT,2227,2026-09-07 11:54:00
be5f902f-b58a-c738-0166-72213063ae7f,48842a14-1575-11ad-dbea-e9f8e8fb5a96,FAILED,TERRAPAY,P927769,PRIORITY_ORDER,PROVIDER_TIMEOUT,2026-08-31 19:54:26,2026-08-31 20:04:26,2026-08-31 20:04:26,2026-09-01 19:54:26,provider declined,ERR_42,,01d77831-850f-1cdc-1e2a-03f185c53910,INSERT,2228,2026-09-07 11:56:00
cde5c35a-b011-7b0a-3496-51d6a79055b0,48842a14-1575-11ad-dbea-e9f8e8fb5a96,COMPLETED,CELLULANT,P431246,PROBING,,2026-08-31 20:04:36,2026-08-31 20:44:36,2026-08-31 20:14:36,2026-09-01 20:04:36,,,R7077878,a6cdae3c-6d13-0705-279f-91ab1b4909b6,INSERT,2229,2026-09-07 11:50:00
2358755c-bc5c-3cd8-65eb-d4dcb49b4b72,fd0ee0b6-40f7-924b-7bd7-b4bf8e0eabb7,COMPLETED,TERRAPAY,P996531,PRIORITY_ORDER,,2026-08-14 01:29:35,2026-08-15 05:16:15,2026-08-14 01:39:35,2026-08-15 01:29:35,,,R4854922,f301bb6c-b306-1300-c879-d93272540ab7,INSERT,2230,2026-09-07 11:48:00
9be950c7-147d-7bfc-5eef-0d1e38c5ef5e,99a9af6a-ed05-4732-78bf-46fa25343e85,COMPLETED,TERRAPAY,P139589,PROBING,,2026-08-12 22:41:44,2026-08-12 22:51:44,2026-08-12 22:51:44,2026-08-13 22:41:44,,,R7721705,49560c36-8560-9e8a-a7fb-19979d2cd944,INSERT,2231,2026-09-07 11:54:00
902bd154-6088-5550-f74f-690071594914,8366c189-cd8d-9f75-1df4-4d3ef26f9b19,FAILED,CELLULANT,P607122,SMART_ROUTING,INVALID_ACCOUNT,2026-08-22 22:28:22,2026-08-23 22:28:23,2026-08-22 22:38:22,2026-08-23 22:28:22,provider declined,ERR_42,,ae7cfd14-7577-1730-c68d-a4b2f613bda0,INSERT,2232,2026-09-07 11:37:00
0700749a-dcad-8ec2-963a-4333e58295dc,8366c189-cd8d-9f75-1df4-4d3ef26f9b19,COMPLETED,TERRAPAY,P605382,PRIORITY_ORDER,,2026-08-23 22:28:33,2026-08-23 23:28:32,2026-08-23 22:38:33,2026-08-24 22:28:33,,,R5325497,c9e55c47-a237-a8c1-61f6-dfbe114b3c79,INSERT,2233,2026-09-07 11:46:00
bf0418a9-f276-5513-2eca-f62944e22691,5059f77b-79ff-89d9-2db1-3debee6ffbea,COMPLETED,TERRAPAY,P816289,SMART_ROUTING,,2026-08-10 15:23:43,2026-08-11 02:30:23,2026-08-10 15:33:43,2026-08-11 15:23:43,,,R9371819,bc45144a-3c1f-dff0-331d-58bbbcb3636d,INSERT,2234,2026-09-07 11:31:00
fc40a3d4-e5eb-4549-7e0a-04c250bf2995,f53f091e-8a9e-0964-db6a-34eac3a58237,FAILED,CELLULANT,P702427,PREDEFINED,INVALID_ACCOUNT,2026-08-03 08:14:54,2026-08-03 19:21:34,2026-08-03 08:24:54,2026-08-04 08:14:54,provider declined,ERR_42,,ea7f6c7d-c3a6-b204-fc01-4a222ed0b0b2,INSERT,2235,2026-09-07 11:51:00
c00b19de-38db-128d-65db-6e4347bf8db7,f53f091e-8a9e-0964-db6a-34eac3a58237,COMPLETED,THUNES,P704677,SMART_ROUTING,,2026-08-03 19:21:44,2026-08-03 20:21:44,2026-08-03 19:31:44,2026-08-04 19:21:44,,,R1908455,7a732f35-6c55-40f0-cc9c-f41c86969901,INSERT,2236,2026-09-07 11:44:00
5c91f845-534f-c96d-19ca-9c1b94bcf47a,0227b8d5-b070-1a53-50ce-857f75c72fb6,COMPLETED,THUNES,P742544,PREDEFINED,,2026-08-12 14:43:18,2026-08-12 15:23:18,2026-08-12 14:53:18,2026-08-13 14:43:18,,,R4139896,44f7f01a-3cb5-26d7-434a-130e8c6ea6ad,INSERT,2237,2026-09-07 11:57:00
cccf4130-2556-03d4-3231-32fa618192de,b8875caf-1991-103f-d06e-ccbc3a8359b6,FAILED,CELLULANT,P874417,SMART_ROUTING,INVALID_ACCOUNT,2026-08-17 17:07:03,2026-08-21 04:27:03,2026-08-17 17:17:03,2026-08-18 17:07:03,provider declined,ERR_42,,6be8c756-2d36-226c-027e-789cce40483b,INSERT,2238,2026-09-07 11:54:00
d9719e00-e4ad-5e9b-fedd-22d9226cbc6a,b8875caf-1991-103f-d06e-ccbc3a8359b6,COMPLETED,TERRAPAY,P761286,PREDEFINED,,2026-08-21 04:27:13,2026-08-21 05:27:12,2026-08-21 04:37:13,2026-08-22 04:27:13,,,R9164132,dbc6c928-8fe8-4e20-403f-d5824ccf0a4b,INSERT,2239,2026-09-07 11:51:00
f68ece81-adf9-568b-de0b-de1859e110eb,41f9994a-cf5d-337f-ee8d-5daa8eb7c306,COMPLETED,TERRAPAY,P734992,SMART_ROUTING,,2026-08-27 00:32:58,2026-08-27 00:33:43,2026-08-27 00:42:58,2026-08-28 00:32:58,,,R3928275,5ae86d18-48dc-1e26-c7c2-564afab8328f,INSERT,2240,2026-09-07 11:47:00
20029d9f-05e9-f407-daad-a0b12f132a6d,96405fcd-bf76-1449-5cf8-5eebf0533851,FAILED,TERRAPAY,P863124,SMART_ROUTING,PROVIDER_TIMEOUT,2026-08-01 08:45:05,2026-08-01 08:46:35,2026-08-01 08:55:05,2026-08-02 08:45:05,provider declined,ERR_42,,b360dfaa-be6e-9d47-f0c0-804b406bf02d,INSERT,2241,2026-09-07 11:53:00
65a4c79b-2aba-a4f9-35e8-0364147f1f67,96405fcd-bf76-1449-5cf8-5eebf0533851,COMPLETED,CELLULANT,P208013,PRIORITY_ORDER,,2026-08-01 08:46:45,2026-08-02 08:46:46,2026-08-01 08:56:45,2026-08-02 08:46:45,,,R2070258,8c662766-7922-b440-e0f1-e44cefd1b588,INSERT,2242,2026-09-07 11:52:00
86017633-6f5a-ad52-9061-498fe096521e,98fb4727-9740-b212-2d52-45f48a0ec018,COMPLETED,TERRAPAY,P770864,PREDEFINED,,2026-08-25 17:05:56,2026-08-26 17:05:56,2026-08-25 17:15:56,2026-08-26 17:05:56,,,R6824517,ce015413-3a25-16fe-8a27-b0b07b4d8646,INSERT,2243,2026-09-07 11:48:00
cbf8f29e-3b30-ee97-98d5-3cf54afcf9e8,4cb34663-7a21-1151-c166-a8b3f26bcebf,COMPLETED,THUNES,P107568,PREDEFINED,,2026-08-13 12:15:38,2026-08-14 16:02:18,2026-08-13 12:25:38,2026-08-14 12:15:38,,,R4163696,6fe633f1-8f80-7d8b-e1d5-5f8569678586,INSERT,2244,2026-09-07 11:39:00
da7dcc53-3020-cf06-69b4-119444d18524,48e09502-4598-f3c8-af44-9605b1a50a3d,WAITING_ON_PROVIDER,CELLULANT,P171789,SMART_ROUTING,INSUFFICIENT_FUNDS,2026-08-29 06:48:46,2026-08-29 06:53:46,2026-08-29 06:58:46,2026-08-30 06:48:46,provider declined,ERR_42,,74915c14-a30b-669c-1c40-50454a22eae9,INSERT,2245,2026-09-07 11:39:00
4fc37d4e-6b95-0c1d-5787-99d93799a376,3b997815-0219-a9c7-ba23-b07a703c1286,WAITING_ON_PROVIDER,THUNES,P923892,PROBING,INVALID_ACCOUNT,2026-08-23 17:34:08,2026-08-23 17:39:08,2026-08-23 17:44:08,2026-08-24 17:34:08,provider declined,ERR_42,,081fec82-ca9a-cf77-b26a-51a576b40672,INSERT,2246,2026-09-07 11:57:00
a110e887-289a-c251-52b4-44e8efabcd73,790b185c-355c-ca9c-fb6b-f1dcaa7f7e06,COMPLETED,TERRAPAY,P863611,PRIORITY_ORDER,,2026-07-30 10:06:13,2026-07-30 10:16:13,2026-07-30 10:16:13,2026-07-31 10:06:13,,,R9739692,a3760c2d-7b31-dcdc-40d9-1a8e1f44aa88,INSERT,2247,2026-09-07 11:49:00
5f13fb98-27ad-8d51-98a1-5e4fb03b6934,0ac013d5-f805-90f0-0249-3a093e3b1a40,COMPLETED,CELLULANT,P908239,PRIORITY_ORDER,,2026-09-04 10:14:32,2026-09-04 11:14:31,2026-09-04 10:24:32,2026-09-05 10:14:32,,,R5172867,af9a1168-1766-1795-7ffa-b493285eed0a,INSERT,2248,2026-09-07 11:45:00
994316bb-d4d3-53a5-de1f-1619467ba9e5,8b2ab759-2fc6-c4e6-9113-5d7e30952621,WAITING_ON_PROVIDER,TERRAPAY,P681456,SMART_ROUTING,INSUFFICIENT_FUNDS,2026-08-02 20:49:45,2026-08-02 20:54:45,2026-08-02 20:59:45,2026-08-03 20:49:45,provider declined,ERR_42,,4bb13407-730a-d7de-27af-bff987f89f62,INSERT,2249,2026-09-07 11:35:00
89f90de9-f798-0131-a885-a7b410372a5c,c6a90598-5d34-0833-db59-2a199ea6ed4a,COMPLETED,CELLULANT,P958835,PROBING,,2026-08-15 13:02:55,2026-08-16 13:02:56,2026-08-15 13:12:55,2026-08-16 13:02:55,,,R4185480,c4072654-7f5f-61aa-aee7-c7a586296fbe,INSERT,2250,2026-09-07 11:56:00
e3c7ca9a-edab-ddab-7dcc-c026a7df30b2,b7c4b3ee-9b1f-c6d1-3881-49dc5dc96097,COMPLETED,THUNES,P972496,PRIORITY_ORDER,,2026-08-03 07:26:50,2026-08-03 07:30:50,2026-08-03 07:36:50,2026-08-04 07:26:50,,,R8852729,5c65a65c-0f8a-0c2c-a390-0bc0cd0fa4a6,INSERT,2251,2026-09-07 11:43:00
